,type,team_0_crowns,opponent_0_crowns,team_0_cards_0_name,team_0_cards_1_name,team_0_cards_2_name,team_0_cards_3_name,team_0_cards_4_name,team_0_cards_5_name,team_0_cards_6_name,team_0_cards_7_name,team_0_cards_0_level,team_0_cards_1_level,team_0_cards_2_level,team_0_cards_3_level,team_0_cards_4_level,team_0_cards_5_level,team_0_cards_6_level,team_0_cards_7_level,team_0_cards_0_maxLevel,team_0_cards_1_maxLevel,team_0_cards_2_maxLevel,team_0_cards_3_maxLevel,team_0_cards_4_maxLevel,team_0_cards_5_maxLevel,team_0_cards_6_maxLevel,team_0_cards_7_maxLevel,opponent_0_cards_0_name,opponent_0_cards_1_name,opponent_0_cards_2_name,opponent_0_cards_3_name,opponent_0_cards_4_name,opponent_0_cards_5_name,opponent_0_cards_6_name,opponent_0_cards_7_name,opponent_0_cards_0_level,opponent_0_cards_1_level,opponent_0_cards_2_level,opponent_0_cards_3_level,opponent_0_cards_4_level,opponent_0_cards_5_level,opponent_0_cards_6_level,opponent_0_cards_7_level,opponent_0_cards_0_maxLevel,opponent_0_cards_1_maxLevel,opponent_0_cards_2_maxLevel,opponent_0_cards_3_maxLevel,opponent_0_cards_4_maxLevel,opponent_0_cards_5_maxLevel,opponent_0_cards_6_maxLevel,opponent_0_cards_7_maxLevel
0,pathOfLegend,0,1,Royal Giant,Zap,Fireball,Barbarian Barrel,Barbarians,Phoenix,Bowler,Archers,14,14,12,9,14,6,9,14,14,14,12,9,14,6,9,14,Mighty Miner,Cannon,Archers,Goblin Barrel,Ice Spirit,The Log,Princess,Rocket,4,14,14,9,14,6,6,12,4,14,14,9,14,6,6,12
1,pathOfLegend,0,1,Knight,Phoenix,Archers,Miner,Cannon,Poison,Ice Spirit,The Log,14,6,14,6,14,9,14,6,14,6,14,6,14,9,14,6,Knight,Bomb Tower,Giant Snowball,Minions,Archers,Balloon,Miner,Royal Delivery,14,12,13,14,14,9,6,14,14,12,14,14,14,9,6,14
2,pathOfLegend,0,1,Knight,Phoenix,Archers,Miner,Cannon,Poison,Ice Spirit,The Log,14,6,14,6,14,9,14,6,14,6,14,6,14,9,14,6,Miner,Bomb Tower,Bats,Wall Breakers,Royal Delivery,Tornado,Valkyrie,Magic Archer,6,12,14,9,14,9,12,6,6,12,14,9,14,9,12,6
4,pathOfLegend,1,0,Royal Giant,Zap,Fireball,Barbarian Barrel,Barbarians,Phoenix,Bowler,Archers,14,14,12,9,14,6,9,14,14,14,12,9,14,6,9,14,Graveyard,Phoenix,Fisherman,Skeleton King,Barbarian Barrel,Zappies,Poison,Tombstone,6,6,6,4,9,12,9,12,6,6,6,4,9,12,9,12
5,pathOfLegend,1,0,Royal Giant,Zap,Fireball,Barbarian Barrel,Barbarians,Phoenix,Bowler,Archers,14,14,12,9,14,6,9,14,14,14,12,9,14,6,9,14,Hog Rider,Goblins,Ice Spirit,The Log,Archer Queen,Earthquake,Giant Skeleton,Cannon,12,14,14,6,4,12,9,14,12,14,14,6,4,12,9,14
6,pathOfLegend,0,1,Royal Giant,Zap,Fireball,Barbarian Barrel,Barbarians,Phoenix,Bowler,Archers,14,14,12,9,14,6,9,14,14,14,12,9,14,6,9,14,Princess,Bandit,Wall Breakers,Dark Prince,Goblin Barrel,Cannon Cart,The Log,Rascals,6,6,9,9,9,9,6,14,6,6,9,9,9,9,6,14
7,pathOfLegend,0,1,Royal Giant,Zap,Fireball,Barbarian Barrel,Barbarians,Phoenix,Bowler,Archers,14,14,12,9,14,6,9,14,14,14,12,9,14,6,9,14,Fisherman,Archers,Fireball,Goblins,Monk,Phoenix,Royal Giant,The Log,6,14,12,14,4,6,14,6,6,14,12,14,4,6,14,6
8,pathOfLegend,1,0,Royal Giant,Zap,Fireball,Barbarian Barrel,Barbarians,Phoenix,Bowler,Archers,14,14,12,9,14,6,9,14,14,14,12,9,14,6,9,14,Three Musketeers,Battle Ram,Royal Ghost,Electro Spirit,Elixir Collector,Monk,Skeletons,Barbarian Barrel,12,12,6,14,12,3,14,9,12,12,6,14,12,4,14,9
9,pathOfLegend,0,1,Royal Giant,Zap,Fireball,Barbarian Barrel,Barbarians,Phoenix,Bowler,Archers,14,14,12,9,14,6,9,14,14,14,12,9,14,6,9,14,Electro Giant,Fire Spirit,Tornado,Phoenix,Barbarian Barrel,Cannon,Golden Knight,Lightning,9,14,9,6,9,14,4,9,9,14,9,6,9,14,4,9
10,pathOfLegend,0,1,Royal Giant,Zap,Fireball,Barbarian Barrel,Barbarians,Phoenix,Bowler,Archers,14,14,12,9,14,6,9,14,14,14,12,9,14,6,9,14,Electro Giant,Golden Knight,Tornado,The Log,Phoenix,Lightning,Cannon,Fire Spirit,9,4,9,6,6,9,14,14,9,4,9,6,6,9,14,14
11,pathOfLegend,0,1,Royal Giant,Zap,Fireball,Barbarian Barrel,Barbarians,Phoenix,Bowler,Archers,14,14,12,9,14,6,9,14,14,14,12,9,14,6,9,14,Miner,Musketeer,The Log,Skeletons,Mortar,Fireball,Ice Spirit,Mighty Miner,6,12,6,14,14,12,14,4,6,12,6,14,14,12,14,4
12,pathOfLegend,1,2,Royal Giant,Zap,Fireball,Barbarian Barrel,Barbarians,Phoenix,Bowler,Archers,14,14,12,9,14,6,9,14,14,14,12,9,14,6,9,14,Lava Hound,Balloon,Minions,Giant Snowball,Arrows,Inferno Dragon,Skeleton Army,Bomber,6,9,14,14,14,6,9,14,6,9,14,14,14,6,9,14
16,pathOfLegend,1,0,Royal Giant,Zap,Fireball,Barbarian Barrel,Barbarians,Phoenix,Bowler,Archers,14,14,12,9,14,6,9,14,14,14,12,9,14,6,9,14,Knight,Poison,Archers,Miner,The Log,Goblins,Bats,Mortar,14,9,14,6,6,14,14,14,14,9,14,6,6,14,14,14
17,pathOfLegend,1,0,Royal Giant,Zap,Fireball,Barbarian Barrel,Barbarians,Phoenix,Bowler,Archers,14,14,12,9,14,6,9,14,14,14,12,9,14,6,9,14,Ice Spirit,Firecracker,Archers,Earthquake,Hog Rider,Knight,Cannon,The Log,14,14,14,12,12,14,14,6,14,14,14,12,12,14,14,6
18,pathOfLegend,1,0,Royal Giant,Zap,Fireball,Barbarian Barrel,Barbarians,Phoenix,Bowler,Archers,14,14,12,9,14,6,9,14,14,14,12,9,14,6,9,14,Balloon,Barbarian Barrel,Bowler,Inferno Dragon,Freeze,Electro Dragon,Lumberjack,Tornado,9,9,9,6,9,9,6,9,9,9,9,6,9,9,6,9
19,pathOfLegend,0,1,Royal Giant,Zap,Fireball,Barbarian Barrel,Barbarians,Phoenix,Bowler,Archers,14,14,12,9,14,6,9,14,14,14,12,9,14,6,9,14,Golem,Phoenix,Barbarian Barrel,Lightning,Tornado,Baby Dragon,Tombstone,Golden Knight,9,6,9,9,9,9,12,4,9,6,9,9,9,9,12,4
20,pathOfLegend,3,0,Royal Giant,Zap,Fireball,Barbarian Barrel,Barbarians,Phoenix,Bowler,Archers,14,14,12,9,14,6,9,14,14,14,12,9,14,6,9,14,Mega Knight,Firecracker,Zap,Electro Wizard,Hog Rider,Guards,Bandit,Dark Prince,6,14,14,6,12,9,6,9,6,14,14,6,12,9,6,9
21,pathOfLegend,0,1,Royal Giant,Zap,Fireball,Barbarian Barrel,Barbarians,Phoenix,Bowler,Archers,14,14,12,9,14,6,9,14,14,14,12,9,14,6,9,14,Goblins,Princess,Rocket,The Log,Mighty Miner,Ice Spirit,Goblin Barrel,Cannon,14,6,12,6,4,14,9,14,14,6,12,6,4,14,9,14
22,pathOfLegend,0,1,Royal Giant,Zap,Fireball,Barbarian Barrel,Barbarians,Phoenix,Bowler,Archers,14,14,12,9,14,6,9,14,14,14,12,9,14,6,9,14,Knight,Phoenix,Archers,Miner,Cannon,Earthquake,Ice Spirit,The Log,14,6,14,6,14,12,14,6,14,6,14,6,14,12,14,6
23,pathOfLegend,1,0,Royal Giant,Zap,Fireball,Barbarian Barrel,Barbarians,Phoenix,Bowler,Archers,14,14,12,9,14,6,9,14,14,14,12,9,14,6,9,14,Inferno Tower,Goblin Barrel,Knight,The Log,Rocket,Goblins,Ice Spirit,Princess,12,9,14,6,12,14,14,6,12,9,14,6,12,14,14,6
24,pathOfLegend,1,0,Royal Giant,Zap,Fireball,Barbarian Barrel,Barbarians,Phoenix,Bowler,Archers,14,14,12,9,14,6,9,14,14,14,12,9,14,6,9,14,Minion Horde,Arrows,Clone,Skeleton Army,Night Witch,Elixir Collector,Lumberjack,Golem,14,14,9,9,6,12,6,9,14,14,9,9,6,12,6,9
0,pathOfLegend,1,0,Fireball,P.E.K.K.A,Magic Archer,Royal Ghost,Zap,Battle Ram,Electro Wizard,Bandit,12,9,6,6,14,12,6,6,12,9,6,6,14,12,6,6,Electro Giant,Phoenix,Lightning,Tornado,Bomber,Golden Knight,Cannon,Barbarian Barrel,9,6,9,9,14,4,14,9,9,6,9,9,14,4,14,9
1,pathOfLegend,0,1,Fireball,P.E.K.K.A,Magic Archer,Royal Ghost,Zap,Battle Ram,Electro Wizard,Bandit,12,9,6,6,14,12,6,6,12,9,6,6,14,12,6,6,Musketeer,Ice Golem,Balloon,Miner,Skeletons,Valkyrie,Giant Snowball,Inferno Tower,12,12,9,6,14,12,14,12,12,12,9,6,14,12,14,12
3,pathOfLegend,1,0,Poison,P.E.K.K.A,Magic Archer,Royal Ghost,Zap,Battle Ram,Electro Wizard,Bandit,9,9,6,6,14,12,6,6,9,9,6,6,14,12,6,6,Archers,Ice Spirit,Miner,Mighty Miner,Phoenix,Mortar,Poison,The Log,14,14,6,4,6,14,9,6,14,14,6,4,6,14,9,6
4,pathOfLegend,1,2,Arrows,P.E.K.K.A,Magic Archer,Royal Ghost,Zap,Battle Ram,Electro Wizard,Bandit,14,9,6,6,14,12,6,6,14,9,6,6,14,12,6,6,Golem,Barbarian Barrel,Tornado,Night Witch,Tombstone,Baby Dragon,Skeleton King,Lightning,9,9,9,6,12,9,4,9,9,9,9,6,12,9,4,9
5,pathOfLegend,2,1,Arrows,P.E.K.K.A,Magic Archer,Royal Ghost,Zap,Battle Ram,Electro Wizard,Bandit,14,9,6,6,14,12,6,6,14,9,6,6,14,12,6,6,Arrows,Giant Snowball,Elite Barbarians,Lumberjack,Flying Machine,Golem,Night Witch,Bomber,14,14,14,6,12,9,6,14,14,14,14,6,12,9,6,14
6,pathOfLegend,1,3,Fireball,P.E.K.K.A,Magic Archer,Royal Ghost,Zap,Battle Ram,Electro Wizard,Bandit,12,9,6,6,14,12,6,6,12,9,6,6,14,12,6,6,Goblins,Miner,Sparky,Goblin Giant,Minion Horde,Minions,Archers,Arrows,14,6,6,9,14,14,14,14,14,6,6,9,14,14,14,14
7,pathOfLegend,0,1,Fireball,P.E.K.K.A,Magic Archer,Royal Ghost,Zap,Battle Ram,Electro Wizard,Bandit,12,9,6,6,14,12,6,6,12,9,6,6,14,12,6,6,Cannon,Valkyrie,Skeletons,Lightning,Executioner,The Log,Hog Rider,Royal Delivery,14,12,14,9,9,6,12,14,14,12,14,9,9,6,12,14
8,pathOfLegend,0,3,Arrows,Zap,Bandit,Prince,Wall Breakers,Archer Queen,Bats,Mega Knight,14,14,6,9,9,4,14,6,14,14,6,9,9,4,14,6,Electro Giant,Bomber,Tornado,Phoenix,Barbarian Barrel,Cannon,Golden Knight,Lightning,9,14,9,6,9,14,4,9,9,14,9,6,9,14,4,9
9,pathOfLegend,1,0,Arrows,Zap,Bandit,Prince,Wall Breakers,Archer Queen,Bats,Mega Knight,14,14,6,9,9,4,14,6,14,14,6,9,9,4,14,6,Graveyard,Cannon,Tornado,Ice Wizard,Poison,Phoenix,Barbarian Barrel,Golden Knight,6,14,9,6,9,6,9,4,6,14,9,6,9,6,9,4
10,pathOfLegend,0,1,Fireball,P.E.K.K.A,Magic Archer,Royal Ghost,Zap,Battle Ram,Electro Wizard,Bandit,12,9,6,6,14,12,6,6,12,9,6,6,14,12,6,6,Royal Ghost,Elite Barbarians,Heal Spirit,Rage,Monk,Elixir Collector,Three Musketeers,Archers,6,14,12,9,4,12,12,14,6,14,12,9,4,12,12,14
11,pathOfLegend,0,1,Fireball,P.E.K.K.A,Magic Archer,Royal Ghost,Zap,Battle Ram,Electro Wizard,Bandit,12,9,6,6,14,12,6,6,12,9,6,6,14,12,6,6,Giant,Electro Wizard,Minions,Fireball,Night Witch,Dark Prince,Balloon,Arrows,12,6,14,12,6,9,9,14,12,6,14,12,6,9,9,14
12,pathOfLegend,3,0,Fireball,P.E.K.K.A,Magic Archer,Royal Ghost,Zap,Battle Ram,Electro Wizard,Bandit,12,9,6,6,14,12,6,6,12,9,6,6,14,12,6,6,Hog Rider,Minion Horde,Firecracker,Zap,Minions,Inferno Tower,Miner,Valkyrie,12,14,14,14,14,12,6,12,12,14,14,14,14,12,6,12
13,pathOfLegend,3,1,Fireball,P.E.K.K.A,Magic Archer,Royal Ghost,Zap,Battle Ram,Electro Wizard,Bandit,12,9,6,6,14,12,6,6,12,9,6,6,14,12,6,6,Rage,Hunter,Ice Golem,Battle Ram,Elixir Collector,Three Musketeers,Royal Ghost,Golden Knight,9,9,12,12,11,12,6,4,9,9,12,12,12,12,6,4
14,pathOfLegend,1,0,Fireball,P.E.K.K.A,Magic Archer,Royal Ghost,Zap,Battle Ram,Electro Wizard,Bandit,12,9,6,6,14,12,6,6,12,9,6,6,14,12,6,6,Giant,Dark Prince,Phoenix,Arrows,Prince,Miner,Zap,Electro Wizard,12,9,6,14,9,6,14,6,12,9,6,14,9,6,14,6
19,pathOfLegend,1,0,Fireball,P.E.K.K.A,Magic Archer,Royal Ghost,Zap,Battle Ram,Electro Wizard,Bandit,12,9,6,6,14,12,6,6,12,9,6,6,14,12,6,6,Skeleton King,Mortar,Minion Horde,Miner,Skeleton Army,Archers,Arrows,Flying Machine,4,14,14,6,9,14,14,12,4,14,14,6,9,14,14,12
20,pathOfLegend,1,2,Fireball,P.E.K.K.A,Magic Archer,Royal Ghost,Zap,Battle Ram,Electro Wizard,Bandit,12,9,6,6,14,12,6,6,12,9,6,6,14,12,6,6,Mega Knight,Prince,Wall Breakers,Bats,Bandit,Archer Queen,Zap,Arrows,6,9,9,14,6,4,14,14,6,9,9,14,6,4,14,14
21,pathOfLegend,0,1,Fireball,P.E.K.K.A,Magic Archer,Royal Ghost,Zap,Battle Ram,Electro Wizard,Bandit,12,9,6,6,14,12,6,6,12,9,6,6,14,12,6,6,Electro Giant,Phoenix,Tornado,Bomber,Barbarian Barrel,Golden Knight,Cannon,Lightning,9,6,9,14,9,4,14,9,9,6,9,14,9,4,14,9
22,pathOfLegend,0,1,Fireball,P.E.K.K.A,Magic Archer,Royal Ghost,Zap,Battle Ram,Electro Wizard,Bandit,12,9,6,6,14,12,6,6,12,9,6,6,14,12,6,6,Inferno Dragon,Lumberjack,Balloon,Barbarian Barrel,Tornado,Electro Dragon,Bowler,Freeze,6,6,9,9,9,9,9,9,6,6,9,9,9,9,9,9
23,pathOfLegend,1,0,Fireball,P.E.K.K.A,Magic Archer,Royal Ghost,Zap,Battle Ram,Electro Wizard,Bandit,12,9,6,6,14,12,6,6,12,9,6,6,14,12,6,6,Goblins,Executioner,Cannon,Wall Breakers,Goblin Drill,The Log,Tornado,Golden Knight,14,9,14,9,9,6,9,4,14,9,14,9,9,6,9,4
24,pathOfLegend,1,2,Fireball,P.E.K.K.A,Magic Archer,Royal Ghost,Zap,Battle Ram,Electro Wizard,Bandit,12,9,6,6,14,12,6,6,12,9,6,6,14,12,6,6,Knight,Archers,Electro Spirit,Fireball,Skeletons,Tesla,The Log,X-Bow,14,14,14,12,14,14,6,9,14,14,14,12,14,14,6,9
0,pathOfLegend,1,0,Goblin Giant,Prince,Dark Prince,Fireball,Archers,Spear Goblins,Bats,Zap,9,9,9,12,14,14,14,14,9,9,9,12,14,14,14,14,Electro Giant,Tornado,Barbarian Barrel,Golden Knight,Cannon,Archers,Phoenix,Lightning,9,9,9,4,14,14,6,9,9,9,9,4,14,14,6,9
2,pathOfLegend,1,0,Goblin Giant,Prince,Dark Prince,Fireball,Archers,Spear Goblins,Bats,Zap,9,9,9,12,14,14,14,14,9,9,9,12,14,14,14,14,Royal Giant,The Log,Fireball,Hunter,Monk,Phoenix,Goblins,Fisherman,14,6,12,9,4,6,14,6,14,6,12,9,4,6,14,6
3,pathOfLegend,0,1,Goblin Giant,Prince,Dark Prince,Fireball,Archers,Spear Goblins,Bats,Zap,9,9,9,12,14,14,14,14,9,9,9,12,14,14,14,14,Ice Golem,Elite Barbarians,Heal Spirit,Barbarian Barrel,Monk,Elixir Collector,Three Musketeers,Mother Witch,12,14,12,9,4,12,12,6,12,14,12,9,4,12,12,6
4,pathOfLegend,1,0,Goblin Giant,Prince,Dark Prince,Fireball,Archers,Spear Goblins,Bats,Zap,9,9,9,12,14,14,14,14,9,9,9,12,14,14,14,14,P.E.K.K.A,Graveyard,Electro Wizard,Bandit,Golden Knight,Guards,Arrows,Zap,9,6,6,6,4,9,14,14,9,6,6,6,4,9,14,14
5,pathOfLegend,0,1,Goblin Giant,Prince,Dark Prince,Fireball,Archers,Spear Goblins,Bats,Zap,9,9,9,12,14,14,14,14,9,9,9,12,14,14,14,14,The Log,Fireball,Skeletons,Ice Spirit,Musketeer,Hog Rider,Ice Golem,Cannon,6,12,14,14,12,12,12,14,6,12,14,14,12,12,12,14
6,pathOfLegend,0,1,Goblin Giant,Prince,Dark Prince,Fireball,Archers,Spear Goblins,Bats,Zap,9,9,9,12,14,14,14,14,9,9,9,12,14,14,14,14,Goblins,Giant Snowball,Bomb Tower,The Log,Earthquake,Archers,Knight,Hog Rider,14,14,12,6,12,14,14,12,14,14,12,6,12,14,14,12
15,pathOfLegend,3,0,Goblin Giant,Prince,Dark Prince,Fireball,Archers,Spear Goblins,Bats,Zap,9,9,9,12,14,14,14,14,9,9,9,12,14,14,14,14,Ram Rider,Zap,Royal Ghost,Mega Knight,Inferno Dragon,Poison,Bandit,Rage,6,14,6,6,6,9,6,8,6,14,6,6,6,9,6,9
17,pathOfLegend,2,1,Goblin Giant,Prince,Dark Prince,Fireball,Archers,Spear Goblins,Bats,Zap,9,9,9,12,14,14,14,14,9,9,9,12,14,14,14,14,Giant,Electro Wizard,Minions,Fireball,Night Witch,Dark Prince,Balloon,Arrows,12,6,14,12,6,9,9,14,12,6,14,12,6,9,9,14
18,pathOfLegend,3,0,Goblin Giant,Prince,Dark Prince,Fireball,Archers,Spear Goblins,Bats,Zap,9,9,9,12,14,14,14,14,9,9,9,12,14,14,14,14,Bandit,Fire Spirit,Arrows,Tombstone,Goblin Drill,Dart Goblin,Royal Ghost,Wall Breakers,6,14,13,12,9,12,6,9,6,14,14,12,9,12,6,9
19,pathOfLegend,0,1,Goblin Giant,Prince,Dark Prince,Fireball,Archers,Spear Goblins,Bats,Zap,9,9,9,12,14,14,14,14,9,9,9,12,14,14,14,14,Royal Giant,Monk,Goblin Cage,Firecracker,Goblins,Royal Delivery,Earthquake,Archers,14,4,12,14,14,14,12,14,14,4,12,14,14,14,12,14
20,pathOfLegend,3,1,Goblin Giant,Prince,Dark Prince,Fireball,Archers,Spear Goblins,Bats,Zap,9,9,9,12,14,14,14,14,9,9,9,12,14,14,14,14,Goblin Giant,Sparky,Mini P.E.K.K.A,Mother Witch,Heal Spirit,Mega Minion,Rage,Zap,9,6,12,6,12,12,9,14,9,6,12,6,12,12,9,14
2,pathOfLegend,1,0,Goblin Drill,Phoenix,Goblins,Giant Snowball,Mortar,Tornado,Golden Knight,Archers,9,6,14,14,14,9,4,14,9,6,14,14,14,9,4,14,Balloon,Miner,Giant Snowball,Royal Delivery,Bomb Tower,Fisherman,Minions,Archers,9,6,14,14,12,6,14,14,9,6,14,14,12,6,14,14
3,pathOfLegend,1,0,Goblin Drill,Phoenix,Goblins,Giant Snowball,Mortar,Tornado,Golden Knight,Archers,9,6,14,14,14,9,4,14,9,6,14,14,14,9,4,14,Spear Goblins,Miner,Bats,The Log,Fire Spirit,Cannon,Mighty Miner,Wall Breakers,14,6,14,6,14,14,4,9,14,6,14,6,14,14,4,9
4,pathOfLegend,1,0,Goblin Drill,Phoenix,Goblins,Giant Snowball,Mortar,Tornado,Golden Knight,Archers,9,6,14,14,14,9,4,14,9,6,14,14,14,9,4,14,P.E.K.K.A,Graveyard,Bats,Bowler,Arrows,Fireball,Electro Wizard,Minions,9,6,14,9,14,12,6,14,9,6,14,9,14,12,6,14
5,pathOfLegend,0,1,Cannon Cart,Tornado,Magic Archer,Giant Snowball,Phoenix,Golden Knight,Royal Ghost,Goblin Drill,9,9,6,14,6,4,6,9,9,9,6,14,6,4,6,9,Barbarian Barrel,Battle Ram,Royal Ghost,Magic Archer,Electro Wizard,Bandit,Fireball,Cannon Cart,9,12,6,6,6,6,12,9,9,12,6,6,6,6,12,9
0,pathOfLegend,1,3,Zap,Battle Ram,Royal Ghost,Magic Archer,Electro Wizard,Bandit,Fireball,P.E.K.K.A,14,12,6,6,6,6,12,9,14,12,6,6,6,6,12,9,Royal Hogs,Skeletons,Three Musketeers,Heal Spirit,Royal Ghost,Arrows,Elite Barbarians,Archers,12,14,12,12,6,14,14,14,12,14,12,12,6,14,14,14
1,pathOfLegend,0,1,Tornado,Bomb Tower,Valkyrie,The Log,Miner,Wall Breakers,Magic Archer,Skeletons,9,12,12,6,6,9,6,14,9,12,12,6,6,9,6,14,Barbarian Barrel,Arrows,Goblin Cage,Golden Knight,Flying Machine,Zappies,Royal Hogs,Royal Recruits,9,14,12,4,12,12,12,14,9,14,12,4,12,12,12,14
2,pathOfLegend,0,1,Barbarian Barrel,Battle Ram,Royal Ghost,Magic Archer,Electro Wizard,Bandit,Fireball,Cannon Cart,9,12,6,6,6,6,12,9,9,12,6,6,6,6,12,9,Golem,Night Witch,Skeleton King,Phoenix,Tombstone,Lightning,Barbarian Barrel,Tornado,9,6,4,6,12,9,9,9,9,6,4,6,12,9,9,9
3,pathOfLegend,0,1,Barbarian Barrel,Battle Ram,Royal Ghost,Magic Archer,Electro Wizard,Bandit,Fireball,Cannon Cart,9,12,6,6,6,6,12,9,9,12,6,6,6,6,12,9,The Log,Fireball,Goblins,Archers,Ice Spirit,Mighty Miner,Goblin Drill,Cannon,6,12,14,14,14,4,9,14,6,12,14,14,14,4,9,14
4,pathOfLegend,1,0,Barbarian Barrel,Battle Ram,Royal Ghost,Magic Archer,Electro Wizard,Bandit,Fireball,Cannon Cart,9,12,6,6,6,6,12,9,9,12,6,6,6,6,12,9,Goblin Giant,Sparky,Bats,Spear Goblins,Phoenix,Royal Ghost,Fireball,Zap,9,6,14,14,6,6,12,14,9,6,14,14,6,6,12,14
12,pathOfLegend,0,1,Barbarian Barrel,Battle Ram,Royal Ghost,Magic Archer,Electro Wizard,Bandit,Fireball,Cannon Cart,9,12,6,6,6,6,12,9,9,12,6,6,6,6,12,9,Hog Rider,Ice Golem,Ice Spirit,Skeletons,Musketeer,Cannon,The Log,Fireball,12,12,14,14,12,14,6,12,12,12,14,14,12,14,6,12
13,pathOfLegend,2,3,Barbarian Barrel,Battle Ram,Royal Ghost,Magic Archer,Electro Wizard,Bandit,Fireball,Cannon Cart,9,12,6,6,6,6,12,9,9,12,6,6,6,6,12,9,Golem,Mega Minion,Elite Barbarians,Zap,Night Witch,Bomber,Lumberjack,Arrows,9,12,14,14,6,14,6,14,9,12,14,14,6,14,6,14
14,pathOfLegend,0,1,Barbarian Barrel,Battle Ram,Royal Ghost,Magic Archer,Electro Wizard,Bandit,Fireball,Cannon Cart,9,12,6,6,6,6,12,9,9,12,6,6,6,6,12,9,Balloon,Miner,Giant Snowball,Royal Delivery,Bomb Tower,Fisherman,Minions,Archers,9,6,14,14,12,6,14,14,9,6,14,14,12,6,14,14
15,pathOfLegend,0,1,Barbarian Barrel,Battle Ram,Royal Ghost,Magic Archer,Electro Wizard,Bandit,Fireball,Cannon Cart,9,12,6,6,6,6,12,9,9,12,6,6,6,6,12,9,Zappies,Fireball,Miner,Wall Breakers,Mother Witch,Skeleton King,Skeleton Army,Goblin Gang,12,12,6,9,6,4,9,14,12,12,6,9,6,4,9,14
16,pathOfLegend,1,0,Barbarian Barrel,Battle Ram,Royal Ghost,Magic Archer,Electro Wizard,Bandit,Fireball,Cannon Cart,9,12,6,6,6,6,12,9,9,12,6,6,6,6,12,9,Bats,Bandit,Barbarian Barrel,Musketeer,Wall Breakers,Zap,Miner,Mega Knight,14,6,9,12,9,14,6,6,14,6,9,12,9,14,6,6
17,pathOfLegend,1,0,Barbarian Barrel,Battle Ram,Royal Ghost,Magic Archer,Electro Wizard,Bandit,Fireball,Cannon Cart,9,12,6,6,6,6,12,9,9,12,6,6,6,6,12,9,Skeleton King,Goblin Drill,Wall Breakers,Dart Goblin,Skeleton Army,Tornado,Fireball,Inferno Tower,4,9,9,12,9,9,12,12,4,9,9,12,9,9,12,12
18,pathOfLegend,2,3,Barbarian Barrel,Battle Ram,Royal Ghost,Magic Archer,Electro Wizard,Bandit,Fireball,Cannon Cart,9,12,6,6,6,6,12,9,9,12,6,6,6,6,12,9,Lava Hound,Miner,Goblins,Baby Dragon,Skeleton King,Arrows,Flying Machine,Inferno Dragon,6,6,14,9,4,14,12,6,6,6,14,9,4,14,12,6
22,pathOfLegend,0,1,Barbarian Barrel,Battle Ram,Royal Ghost,Magic Archer,Electro Wizard,Bandit,Fireball,Cannon Cart,9,12,6,6,6,6,12,9,9,12,6,6,6,6,12,9,Mega Knight,Bandit,Firecracker,Goblins,Miner,Wall Breakers,Minions,Zap,6,6,14,14,6,9,14,14,6,6,14,14,6,9,14,14
23,pathOfLegend,1,0,Barbarian Barrel,Battle Ram,Royal Ghost,Magic Archer,Electro Wizard,Bandit,Fireball,Cannon Cart,9,12,6,6,6,6,12,9,9,12,6,6,6,6,12,9,Cannon Cart,Tornado,Magic Archer,Giant Snowball,Phoenix,Golden Knight,Royal Ghost,Goblin Drill,9,9,6,14,6,4,6,9,9,9,6,14,6,4,6,9
24,pathOfLegend,1,0,Barbarian Barrel,Battle Ram,Royal Ghost,Magic Archer,Electro Wizard,Bandit,Fireball,Cannon Cart,9,12,6,6,6,6,12,9,9,12,6,6,6,6,12,9,Goblin Giant,Royal Ghost,Spear Goblins,Fireball,Sparky,Mega Minion,Bats,Zap,9,6,14,12,6,12,14,14,9,6,14,12,6,12,14,14
0,pathOfLegend,0,3,Electro Giant,Golden Knight,Phoenix,Bomber,Cannon,Barbarian Barrel,Lightning,Tornado,9,4,6,14,14,9,9,8,9,4,6,14,14,9,9,9,Heal Spirit,Rage,Golden Knight,Goblin Giant,Archers,Tornado,Sparky,Elite Barbarians,12,9,4,9,14,9,6,14,12,9,4,9,14,9,6,14
1,pathOfLegend,0,1,Electro Giant,Golden Knight,Phoenix,Bomber,Cannon,Barbarian Barrel,Lightning,Tornado,9,4,6,14,14,9,9,8,9,4,6,14,14,9,9,9,Royal Hogs,Goblin Cage,Golden Knight,Flying Machine,Zappies,Arrows,Royal Recruits,Barbarian Barrel,12,12,4,12,12,14,14,9,12,12,4,12,12,14,14,9
2,pathOfLegend,0,1,Electro Giant,Golden Knight,Phoenix,Bomber,Cannon,Barbarian Barrel,Lightning,Tornado,9,4,6,14,14,9,9,8,9,4,6,14,14,9,9,9,Earthquake,Hog Rider,Bomb Tower,Skeletons,Knight,Firecracker,The Log,Archers,12,12,12,14,14,14,6,14,12,12,12,14,14,14,6,14
3,pathOfLegend,1,0,Electro Giant,Golden Knight,Phoenix,Bomber,Cannon,Barbarian Barrel,Lightning,Tornado,9,4,6,14,14,9,9,8,9,4,6,14,14,9,9,9,Golem,Phoenix,Lumberjack,Barbarian Barrel,Electro Dragon,Tornado,Tombstone,Elite Barbarians,9,6,6,9,9,9,12,14,9,6,6,9,9,9,12,14
